forecast_date,target,target_end_date,location,location_name,type,quantile,value
2020-05-17,1 wk ahead cum death,2020-05-23,25,Massachusetts,quantile,0.975,6432
2020-05-17,1 wk ahead cum death,2020-05-23,25,Massachusetts,quantile,0.990,6476
2020-05-17,2 wk ahead inc death,2020-05-30,25,Massachusetts,point,NA,460
2020-05-17,2 wk ahead inc death,2020-05-30,25,Massachusetts,quantile,0.010,313
2020-05-17,2 wk ahead inc death,2020-05-30,25,Massachusetts,quantile,0.025,322
2020-05-17,2 wk ahead inc death,2020-05-30,25,Massachusetts,quantile,0.050,339
2020-05-17,2 wk ahead inc death,2020-05-30,25,Massachusetts,quantile,0.100,367
2020-05-17,2 wk ahead inc death,2020-05-30,25,Massachusetts,quantile,0.150,393
2020-05-17,2 wk ahead inc death,2020-05-30,25,Massachusetts,quantile,0.200,406
2020-05-17,2 wk ahead inc death,2020-05-30,25,Massachusetts,quantile,0.250,416
2020-05-17,2 wk ahead inc death,2020-05-30,25,Massachusetts,quantile,0.300,426
2020-05-17,2 wk ahead inc death,2020-05-30,25,Massachusetts,quantile,0.350,436
2020-05-17,2 wk ahead inc death,2020-05-30,25,Massachusetts,quantile,0.400,445
2020-05-17,2 wk ahead inc death,2020-05-30,25,Massachusetts,quantile,0.450,453
2020-05-17,2 wk ahead inc death,2020-05-30,25,Massachusetts,quantile,0.500,460
2020-05-17,2 wk ahead inc death,2020-05-30,25,Massachusetts,quantile,0.550,468
2020-05-17,2 wk ahead inc death,2020-05-30,25,Massachusetts,quantile,0.600,475
2020-05-17,2 wk ahead inc death,2020-05-30,25,Massachusetts,quantile,0.650,483
2020-05-17,2 wk ahead inc death,2020-05-30,25,Massachusetts,quantile,0.700,490
2020-05-17,2 wk ahead inc death,2020-05-30,25,Massachusetts,quantile,0.750,508
2020-05-17,2 wk ahead inc death,2020-05-30,25,Massachusetts,quantile,0.800,525
2020-05-17,2 wk ahead inc death,2020-05-30,25,Massachusetts,quantile,0.850,544
2020-05-17,2 wk ahead inc death,2020-05-30,25,Massachusetts,quantile,0.900,563
2020-05-17,2 wk ahead inc death,2020-05-30,25,Massachusetts,quantile,0.950,582
2020-05-17,2 wk ahead inc death,2020-05-30,25,Massachusetts,quantile,0.975,611
2020-05-17,2 wk ahead inc death,2020-05-30,25,Massachusetts,quantile,0.990,628
2020-05-17,2 wk ahead cum death,2020-05-30,25,Massachusetts,point,NA,6662
2020-05-17,2 wk ahead cum death,2020-05-30,25,Massachusetts,quantile,0.010,6266
2020-05-17,2 wk ahead cum death,2020-05-30,25,Massachusetts,quantile,0.025,6310
2020-05-17,2 wk ahead cum death,2020-05-30,25,Massachusetts,quantile,0.050,6366
2020-05-17,2 wk ahead cum death,2020-05-30,25,Massachusetts,quantile,0.100,6420
2020-05-17,2 wk ahead cum death,2020-05-30,25,Massachusetts,quantile,0.150,6474
2020-05-17,2 wk ahead cum death,2020-05-30,25,Massachusetts,quantile,0.200,6520
2020-05-17,2 wk ahead cum death,2020-05-30,25,Massachusetts,quantile,0.250,6566
2020-05-17,2 wk ahead cum death,2020-05-30,25,Massachusetts,quantile,0.300,6599
2020-05-17,2 wk ahead cum death,2020-05-30,25,Massachusetts,quantile,0.350,6615
2020-05-17,2 wk ahead cum death,2020-05-30,25,Massachusetts,quantile,0.400,6631
2020-05-17,2 wk ahead cum death,2020-05-30,25,Massachusetts,quantile,0.450,6646
2020-05-17,2 wk ahead cum death,2020-05-30,25,Massachusetts,quantile,0.500,6662
2020-05-17,2 wk ahead cum death,2020-05-30,25,Massachusetts,quantile,0.550,6678
2020-05-17,2 wk ahead cum death,2020-05-30,25,Massachusetts,quantile,0.600,6693
2020-05-17,2 wk ahead cum death,2020-05-30,25,Massachusetts,quantile,0.650,6709
2020-05-17,2 wk ahead cum death,2020-05-30,25,Massachusetts,quantile,0.700,6740
2020-05-17,2 wk ahead cum death,2020-05-30,25,Massachusetts,quantile,0.750,6775
2020-05-17,2 wk ahead cum death,2020-05-30,25,Massachusetts,quantile,0.800,6810
2020-05-17,2 wk ahead cum death,2020-05-30,25,Massachusetts,quantile,0.850,6851
2020-05-17,2 wk ahead cum death,2020-05-30,25,Massachusetts,quantile,0.900,6900
2020-05-17,2 wk ahead cum death,2020-05-30,25,Massachusetts,quantile,0.950,6950
2020-05-17,2 wk ahead cum death,2020-05-30,25,Massachusetts,quantile,0.975,7024
2020-05-17,2 wk ahead cum death,2020-05-30,25,Massachusetts,quantile,0.990,7069
2020-05-17,3 wk ahead inc death,2020-06-06,25,Massachusetts,point,NA,388
2020-05-17,3 wk ahead inc death,2020-06-06,25,Massachusetts,quantile,0.010,262
2020-05-17,3 wk ahead inc death,2020-06-06,25,Massachusetts,quantile,0.025,270
2020-05-17,3 wk ahead inc death,2020-06-06,25,Massachusetts,quantile,0.050,283
2020-05-17,3 wk ahead inc death,2020-06-06,25,Massachusetts,quantile,0.100,305
2020-05-17,3 wk ahead inc death,2020-06-06,25,Massachusetts,quantile,0.150,318
2020-05-17,3 wk ahead inc death,2020-06-06,25,Massachusetts,quantile,0.200,330
2020-05-17,3 wk ahead inc death,2020-06-06,25,Massachusetts,quantile,0.250,342
2020-05-17,3 wk ahead inc death,2020-06-06,25,Massachusetts,quantile,0.300,353
2020-05-17,3 wk ahead inc death,2020-06-06,25,Massachusetts,quantile,0.350,361
2020-05-17,3 wk ahead inc death,2020-06-06,25,Massachusetts,quantile,0.400,370
2020-05-17,3 wk ahead inc death,2020-06-06,25,Massachusetts,quantile,0.450,379
2020-05-17,3 wk ahead inc death,2020-06-06,25,Massachusetts,quantile,0.500,388
2020-05-17,3 wk ahead inc death,2020-06-06,25,Massachusetts,quantile,0.550,397
2020-05-17,3 wk ahead inc death,2020-06-06,25,Massachusetts,quantile,0.600,405
2020-05-17,3 wk ahead inc death,2020-06-06,25,Massachusetts,quantile,0.650,413
2020-05-17,3 wk ahead inc death,2020-06-06,25,Massachusetts,quantile,0.700,421
2020-05-17,3 wk ahead inc death,2020-06-06,25,Massachusetts,quantile,0.750,429
2020-05-17,3 wk ahead inc death,2020-06-06,25,Massachusetts,quantile,0.800,438
2020-05-17,3 wk ahead inc death,2020-06-06,25,Massachusetts,quantile,0.850,455
2020-05-17,3 wk ahead inc death,2020-06-06,25,Massachusetts,quantile,0.900,478
2020-05-17,3 wk ahead inc death,2020-06-06,25,Massachusetts,quantile,0.950,507
2020-05-17,3 wk ahead inc death,2020-06-06,25,Massachusetts,quantile,0.975,523
2020-05-17,3 wk ahead inc death,2020-06-06,25,Massachusetts,quantile,0.990,533
2020-05-17,3 wk ahead cum death,2020-06-06,25,Massachusetts,point,NA,7048
2020-05-17,3 wk ahead cum death,2020-06-06,25,Massachusetts,quantile,0.010,6543
2020-05-17,3 wk ahead cum death,2020-06-06,25,Massachusetts,quantile,0.025,6592
2020-05-17,3 wk ahead cum death,2020-06-06,25,Massachusetts,quantile,0.050,6673
2020-05-17,3 wk ahead cum death,2020-06-06,25,Massachusetts,quantile,0.100,6763
2020-05-17,3 wk ahead cum death,2020-06-06,25,Massachusetts,quantile,0.150,6841
2020-05-17,3 wk ahead cum death,2020-06-06,25,Massachusetts,quantile,0.200,6872
2020-05-17,3 wk ahead cum death,2020-06-06,25,Massachusetts,quantile,0.250,6904
2020-05-17,3 wk ahead cum death,2020-06-06,25,Massachusetts,quantile,0.300,6935
2020-05-17,3 wk ahead cum death,2020-06-06,25,Massachusetts,quantile,0.350,6966
2020-05-17,3 wk ahead cum death,2020-06-06,25,Massachusetts,quantile,0.400,6997
2020-05-17,3 wk ahead cum death,2020-06-06,25,Massachusetts,quantile,0.450,7022
2020-05-17,3 wk ahead cum death,2020-06-06,25,Massachusetts,quantile,0.500,7048
2020-05-17,3 wk ahead cum death,2020-06-06,25,Massachusetts,quantile,0.550,7073
2020-05-17,3 wk ahead cum death,2020-06-06,25,Massachusetts,quantile,0.600,7098
2020-05-17,3 wk ahead cum death,2020-06-06,25,Massachusetts,quantile,0.650,7124
2020-05-17,3 wk ahead cum death,2020-06-06,25,Massachusetts,quantile,0.700,7149
2020-05-17,3 wk ahead cum death,2020-06-06,25,Massachusetts,quantile,0.750,7194
2020-05-17,3 wk ahead cum death,2020-06-06,25,Massachusetts,quantile,0.800,7252
2020-05-17,3 wk ahead cum death,2020-06-06,25,Massachusetts,quantile,0.850,7309
2020-05-17,3 wk ahead cum death,2020-06-06,25,Massachusetts,quantile,0.900,7393
2020-05-17,3 wk ahead cum death,2020-06-06,25,Massachusetts,quantile,0.950,7483
2020-05-17,3 wk ahead cum death,2020-06-06,25,Massachusetts,quantile,0.975,7584
2020-05-17,3 wk ahead cum death,2020-06-06,25,Massachusetts,quantile,0.990,7645
2020-05-17,4 wk ahead inc death,2020-06-13,25,Massachusetts,point,NA,318
2020-05-17,4 wk ahead inc death,2020-06-13,25,Massachusetts,quantile,0.010,226
2020-05-17,4 wk ahead inc death,2020-06-13,25,Massachusetts,quantile,0.025,231
2020-05-17,4 wk ahead inc death,2020-06-13,25,Massachusetts,quantile,0.050,238
2020-05-17,4 wk ahead inc death,2020-06-13,25,Massachusetts,quantile,0.100,254
2020-05-17,4 wk ahead inc death,2020-06-13,25,Massachusetts,quantile,0.150,263
2020-05-17,4 wk ahead inc death,2020-06-13,25,Massachusetts,quantile,0.200,272
2020-05-17,4 wk ahead inc death,2020-06-13,25,Massachusetts,quantile,0.250,280
2020-05-17,4 wk ahead inc death,2020-06-13,25,Massachusetts,quantile,0.300,288
2020-05-17,4 wk ahead inc death,2020-06-13,25,Massachusetts,quantile,0.350,295
2020-05-17,4 wk ahead inc death,2020-06-13,25,Massachusetts,quantile,0.400,303
2020-05-17,4 wk ahead inc death,2020-06-13,25,Massachusetts,quantile,0.450,310
2020-05-17,4 wk ahead inc death,2020-06-13,25,Massachusetts,quantile,0.500,318
2020-05-17,4 wk ahead inc death,2020-06-13,25,Massachusetts,quantile,0.550,325
2020-05-17,4 wk ahead inc death,2020-06-13,25,Massachusetts,quantile,0.600,333
2020-05-17,4 wk ahead inc death,2020-06-13,25,Massachusetts,quantile,0.650,342
2020-05-17,4 wk ahead inc death,2020-06-13,25,Massachusetts,quantile,0.700,350
2020-05-17,4 wk ahead inc death,2020-06-13,25,Massachusetts,quantile,0.750,359
2020-05-17,4 wk ahead inc death,2020-06-13,25,Massachusetts,quantile,0.800,370
2020-05-17,4 wk ahead inc death,2020-06-13,25,Massachusetts,quantile,0.850,382
2020-05-17,4 wk ahead inc death,2020-06-13,25,Massachusetts,quantile,0.900,393
2020-05-17,4 wk ahead inc death,2020-06-13,25,Massachusetts,quantile,0.950,421
2020-05-17,4 wk ahead inc death,2020-06-13,25,Massachusetts,quantile,0.975,444
2020-05-17,4 wk ahead inc death,2020-06-13,25,Massachusetts,quantile,0.990,461
2020-05-17,4 wk ahead cum death,2020-06-13,25,Massachusetts,point,NA,7373
2020-05-17,4 wk ahead cum death,2020-06-13,25,Massachusetts,quantile,0.010,6781
2020-05-17,4 wk ahead cum death,2020-06-13,25,Massachusetts,quantile,0.025,6817
2020-05-17,4 wk ahead cum death,2020-06-13,25,Massachusetts,quantile,0.050,6877
2020-05-17,4 wk ahead cum death,2020-06-13,25,Massachusetts,quantile,0.100,6987
2020-05-17,4 wk ahead cum death,2020-06-13,25,Massachusetts,quantile,0.150,7083
2020-05-17,4 wk ahead cum death,2020-06-13,25,Massachusetts,quantile,0.200,7156
2020-05-17,4 wk ahead cum death,2020-06-13,25,Massachusetts,quantile,0.250,7193
2020-05-17,4 wk ahead cum death,2020-06-13,25,Massachusetts,quantile,0.300,7230
2020-05-17,4 wk ahead cum death,2020-06-13,25,Massachusetts,quantile,0.350,7267
2020-05-17,4 wk ahead cum death,2020-06-13,25,Massachusetts,quantile,0.400,7303
2020-05-17,4 wk ahead cum death,2020-06-13,25,Massachusetts,quantile,0.450,7340
2020-05-17,4 wk ahead cum death,2020-06-13,25,Massachusetts,quantile,0.500,7373
2020-05-17,4 wk ahead cum death,2020-06-13,25,Massachusetts,quantile,0.550,7406
2020-05-17,4 wk ahead cum death,2020-06-13,25,Massachusetts,quantile,0.600,7439
2020-05-17,4 wk ahead cum death,2020-06-13,25,Massachusetts,quantile,0.650,7472
2020-05-17,4 wk ahead cum death,2020-06-13,25,Massachusetts,quantile,0.700,7505
2020-05-17,4 wk ahead cum death,2020-06-13,25,Massachusetts,quantile,0.750,7551
2020-05-17,4 wk ahead cum death,2020-06-13,25,Massachusetts,quantile,0.800,7615
2020-05-17,4 wk ahead cum death,2020-06-13,25,Massachusetts,quantile,0.850,7679
2020-05-17,4 wk ahead cum death,2020-06-13,25,Massachusetts,quantile,0.900,7772
2020-05-17,4 wk ahead cum death,2020-06-13,25,Massachusetts,quantile,0.950,7909
2020-05-17,4 wk ahead cum death,2020-06-13,25,Massachusetts,quantile,0.975,8029
2020-05-17,4 wk ahead cum death,2020-06-13,25,Massachusetts,quantile,0.990,8101
2020-05-17,5 wk ahead inc death,2020-06-20,25,Massachusetts,point,NA,269
2020-05-17,5 wk ahead inc death,2020-06-20,25,Massachusetts,quantile,0.010,169
2020-05-17,5 wk ahead inc death,2020-06-20,25,Massachusetts,quantile,0.025,177
2020-05-17,5 wk ahead inc death,2020-06-20,25,Massachusetts,quantile,0.050,191
2020-05-17,5 wk ahead inc death,2020-06-20,25,Massachusetts,quantile,0.100,204
2020-05-17,5 wk ahead inc death,2020-06-20,25,Massachusetts,quantile,0.150,213
2020-05-17,5 wk ahead inc death,2020-06-20,25,Massachusetts,quantile,0.200,223
2020-05-17,5 wk ahead inc death,2020-06-20,25,Massachusetts,quantile,0.250,232
2020-05-17,5 wk ahead inc death,2020-06-20,25,Massachusetts,quantile,0.300,239
2020-05-17,5 wk ahead inc death,2020-06-20,25,Massachusetts,quantile,0.350,246
2020-05-17,5 wk ahead inc death,2020-06-20,25,Massachusetts,quantile,0.400,253
2020-05-17,5 wk ahead inc death,2020-06-20,25,Massachusetts,quantile,0.450,261
2020-05-17,5 wk ahead inc death,2020-06-20,25,Massachusetts,quantile,0.500,269
2020-05-17,5 wk ahead inc death,2020-06-20,25,Massachusetts,quantile,0.550,277
2020-05-17,5 wk ahead inc death,2020-06-20,25,Massachusetts,quantile,0.600,285
2020-05-17,5 wk ahead inc death,2020-06-20,25,Massachusetts,quantile,0.650,293
2020-05-17,5 wk ahead inc death,2020-06-20,25,Massachusetts,quantile,0.700,302
2020-05-17,5 wk ahead inc death,2020-06-20,25,Massachusetts,quantile,0.750,310
2020-05-17,5 wk ahead inc death,2020-06-20,25,Massachusetts,quantile,0.800,318
2020-05-17,5 wk ahead inc death,2020-06-20,25,Massachusetts,quantile,0.850,326
2020-05-17,5 wk ahead inc death,2020-06-20,25,Massachusetts,quantile,0.900,344
2020-05-17,5 wk ahead inc death,2020-06-20,25,Massachusetts,quantile,0.950,369
2020-05-17,5 wk ahead inc death,2020-06-20,25,Massachusetts,quantile,0.975,390
2020-05-17,5 wk ahead inc death,2020-06-20,25,Massachusetts,quantile,0.990,410
2020-05-17,5 wk ahead cum death,2020-06-20,25,Massachusetts,point,NA,7655
2020-05-17,5 wk ahead cum death,2020-06-20,25,Massachusetts,quantile,0.010,6965
2020-05-17,5 wk ahead cum death,2020-06-20,25,Massachusetts,quantile,0.025,7013
2020-05-17,5 wk ahead cum death,2020-06-20,25,Massachusetts,quantile,0.050,7091
2020-05-17,5 wk ahead cum death,2020-06-20,25,Massachusetts,quantile,0.100,7209
2020-05-17,5 wk ahead cum death,2020-06-20,25,Massachusetts,quantile,0.150,7301
2020-05-17,5 wk ahead cum death,2020-06-20,25,Massachusetts,quantile,0.200,7384
2020-05-17,5 wk ahead cum death,2020-06-20,25,Massachusetts,quantile,0.250,7431
2020-05-17,5 wk ahead cum death,2020-06-20,25,Massachusetts,quantile,0.300,7479
2020-05-17,5 wk ahead cum death,2020-06-20,25,Massachusetts,quantile,0.350,7527
2020-05-17,5 wk ahead cum death,2020-06-20,25,Massachusetts,quantile,0.400,7575
2020-05-17,5 wk ahead cum death,2020-06-20,25,Massachusetts,quantile,0.450,7617
2020-05-17,5 wk ahead cum death,2020-06-20,25,Massachusetts,quantile,0.500,7655
2020-05-17,5 wk ahead cum death,2020-06-20,25,Massachusetts,quantile,0.550,7693
2020-05-17,5 wk ahead cum death,2020-06-20,25,Massachusetts,quantile,0.600,7731
2020-05-17,5 wk ahead cum death,2020-06-20,25,Massachusetts,quantile,0.650,7768
2020-05-17,5 wk ahead cum death,2020-06-20,25,Massachusetts,quantile,0.700,7806
2020-05-17,5 wk ahead cum death,2020-06-20,25,Massachusetts,quantile,0.750,7869
2020-05-17,5 wk ahead cum death,2020-06-20,25,Massachusetts,quantile,0.800,7938
2020-05-17,5 wk ahead cum death,2020-06-20,25,Massachusetts,quantile,0.850,8006
2020-05-17,5 wk ahead cum death,2020-06-20,25,Massachusetts,quantile,0.900,8116
2020-05-17,5 wk ahead cum death,2020-06-20,25,Massachusetts,quantile,0.950,8254
2020-05-17,5 wk ahead cum death,2020-06-20,25,Massachusetts,quantile,0.975,8391
2020-05-17,5 wk ahead cum death,2020-06-20,25,Massachusetts,quantile,0.990,8474
2020-05-17,6 wk ahead inc death,2020-06-27,25,Massachusetts,point,NA,227
2020-05-17,6 wk ahead inc death,2020-06-27,25,Massachusetts,quantile,0.010,134
2020-05-17,6 wk ahead inc death,2020-06-27,25,Massachusetts,quantile,0.025,141
2020-05-17,6 wk ahead inc death,2020-06-27,25,Massachusetts,quantile,0.050,153
2020-05-17,6 wk ahead inc death,2020-06-27,25,Massachusetts,quantile,0.100,168
2020-05-17,6 wk ahead inc death,2020-06-27,25,Massachusetts,quantile,0.150,180
2020-05-17,6 wk ahead inc death,2020-06-27,25,Massachusetts,quantile,0.200,187
2020-05-17,6 wk ahead inc death,2020-06-27,25,Massachusetts,quantile,0.250,194
2020-05-17,6 wk ahead inc death,2020-06-27,25,Massachusetts,quantile,0.300,201
2020-05-17,6 wk ahead inc death,2020-06-27,25,Massachusetts,quantile,0.350,207
2020-05-17,6 wk ahead inc death,2020-06-27,25,Massachusetts,quantile,0.400,214
2020-05-17,6 wk ahead inc death,2020-06-27,25,Massachusetts,quantile,0.450,220
2020-05-17,6 wk ahead inc death,2020-06-27,25,Massachusetts,quantile,0.500,227
2020-05-17,6 wk ahead inc death,2020-06-27,25,Massachusetts,quantile,0.550,234
2020-05-17,6 wk ahead inc death,2020-06-27,25,Massachusetts,quantile,0.600,241
2020-05-17,6 wk ahead inc death,2020-06-27,25,Massachusetts,quantile,0.650,249
2020-05-17,6 wk ahead inc death,2020-06-27,25,Massachusetts,quantile,0.700,255
2020-05-17,6 wk ahead inc death,2020-06-27,25,Massachusetts,quantile,0.750,261
2020-05-17,6 wk ahead inc death,2020-06-27,25,Massachusetts,quantile,0.800,267
2020-05-17,6 wk ahead inc death,2020-06-27,25,Massachusetts,quantile,0.850,273
2020-05-17,6 wk ahead inc death,2020-06-27,25,Massachusetts,quantile,0.900,285
2020-05-17,6 wk ahead inc death,2020-06-27,25,Massachusetts,quantile,0.950,297
2020-05-17,6 wk ahead inc death,2020-06-27,25,Massachusetts,quantile,0.975,309
2020-05-17,6 wk ahead inc death,2020-06-27,25,Massachusetts,quantile,0.990,316
2020-05-17,6 wk ahead cum death,2020-06-27,25,Massachusetts,point,NA,7881
2020-05-17,6 wk ahead cum death,2020-06-27,25,Massachusetts,quantile,0.010,7130
2020-05-17,6 wk ahead cum death,2020-06-27,25,Massachusetts,quantile,0.025,7190
2020-05-17,6 wk ahead cum death,2020-06-27,25,Massachusetts,quantile,0.050,7290
2020-05-17,6 wk ahead cum death,2020-06-27,25,Massachusetts,quantile,0.100,7399
2020-05-17,6 wk ahead cum death,2020-06-27,25,Massachusetts,quantile,0.150,7484
2020-05-17,6 wk ahead cum death,2020-06-27,25,Massachusetts,quantile,0.200,7570
2020-05-17,6 wk ahead cum death,2020-06-27,25,Massachusetts,quantile,0.250,7625
2020-05-17,6 wk ahead cum death,2020-06-27,25,Massachusetts,quantile,0.300,7679
2020-05-17,6 wk ahead cum death,2020-06-27,25,Massachusetts,quantile,0.350,7734
2020-05-17,6 wk ahead cum death,2020-06-27,25,Massachusetts,quantile,0.400,7788
2020-05-17,6 wk ahead cum death,2020-06-27,25,Massachusetts,quantile,0.450,7837
2020-05-17,6 wk ahead cum death,2020-06-27,25,Massachusetts,quantile,0.500,7881
2020-05-17,6 wk ahead cum death,2020-06-27,25,Massachusetts,quantile,0.550,7926
2020-05-17,6 wk ahead cum death,2020-06-27,25,Massachusetts,quantile,0.600,7970
2020-05-17,6 wk ahead cum death,2020-06-27,25,Massachusetts,quantile,0.650,8014
2020-05-17,6 wk ahead cum death,2020-06-27,25,Massachusetts,quantile,0.700,8063
2020-05-17,6 wk ahead cum death,2020-06-27,25,Massachusetts,quantile,0.750,8130
2020-05-17,6 wk ahead cum death,2020-06-27,25,Massachusetts,quantile,0.800,8197
2020-05-17,6 wk ahead cum death,2020-06-27,25,Massachusetts,quantile,0.850,8263
2020-05-17,6 wk ahead cum death,2020-06-27,25,Massachusetts,quantile,0.900,8380
2020-05-17,6 wk ahead cum death,2020-06-27,25,Massachusetts,quantile,0.950,8530
2020-05-17,6 wk ahead cum death,2020-06-27,25,Massachusetts,quantile,0.975,8680
2020-05-17,6 wk ahead cum death,2020-06-27,25,Massachusetts,quantile,0.990,8770
